Date,Sales,Region
24/11/2018,1605,south
24/11/2018,1683,east
24/11/2018,1518,west
25/11/2018,1665,north
25/11/2018,1671,south
25/11/2018,1704,east
25/11/2018,1731,west
26/11/2018,1653,north
26/11/2018,1542,south
26/11/2018,1659,east
26/11/2018,1650,west
27/11/2018,1773,north
27/11/2018,1647,south
27/11/2018,1725,east
27/11/2018,1644,west
28/11/2018,1767,north
28/11/2018,1728,south
28/11/2018,1719,east
28/11/2018,1677,west
29/11/2018,1686,north
29/11/2018,1527,south
29/11/2018,1689,east
29/11/2018,1686,west
30/11/2018,1641,north
30/11/2018,1665,south
30/11/2018,1755,east
30/11/2018,1551,west
1/12/2018,1665,north
1/12/2018,1527,south
1/12/2018,1536,east
1/12/2018,1656,west
2/12/2018,1563,north
2/12/2018,1554,south
2/12/2018,1602,east
2/12/2018,1737,west
3/12/2018,1506,north
3/12/2018,1755,south
3/12/2018,1572,east
3/12/2018,1608,west
4/12/2018,1722,north
4/12/2018,1788,south
4/12/2018,1788,east
4/12/2018,1587,west
5/12/2018,1677,north
5/12/2018,1725,south
5/12/2018,1731,east
5/12/2018,1518,west
6/12/2018,1737,north
6/12/2018,1797,south
6/12/2018,1662,east
6/12/2018,1662,west
7/12/2018,1716,north
7/12/2018,1596,south
7/12/2018,1653,east
7/12/2018,1635,west
8/12/2018,1782,north
8/12/2018,1773,south
8/12/2018,1755,east
8/12/2018,1719,west
9/12/2018,1737,north
9/12/2018,1548,south
9/12/2018,1665,east
9/12/2018,1659,west
10/12/2018,1659,north
10/12/2018,1575,south
10/12/2018,1509,east
10/12/2018,1767,west
11/12/2018,1509,north
11/12/2018,1527,south
11/12/2018,1575,east
11/12/2018,1620,west
12/12/2018,1623,north
12/12/2018,1623,south
12/12/2018,1773,east
12/12/2018,1743,west
13/12/2018,1719,north
13/12/2018,1782,south
13/12/2018,1713,east
13/12/2018,1593,west
14/12/2018,1716,north
14/12/2018,1686,south
14/12/2018,1569,east
14/12/2018,1704,west
15/12/2018,1554,north
15/12/2018,1545,south
15/12/2018,1587,east
15/12/2018,1800,west
16/12/2018,1635,north
16/12/2018,1620,south
16/12/2018,1800,east
16/12/2018,1641,west
17/12/2018,1635,north
17/12/2018,1527,south
17/12/2018,1626,east
17/12/2018,1716,west
18/12/2018,1755,north
18/12/2018,1755,south
18/12/2018,1605,east
18/12/2018,1779,west
19/12/2018,1566,north
19/12/2018,1566,south
19/12/2018,1797,east
19/12/2018,1770,west
20/12/2018,1731,north
20/12/2018,1551,south
20/12/2018,1767,east
20/12/2018,1626,west
21/12/2018,1659,north
21/12/2018,1710,south
21/12/2018,1542,east
21/12/2018,1569,west
22/12/2018,1776,north
22/12/2018,1578,south
22/12/2018,1668,east
22/12/2018,1527,west
23/12/2018,1770,north
23/12/2018,1623,south
23/12/2018,1710,east
23/12/2018,1731,west
24/12/2018,1740,north
24/12/2018,1632,south
24/12/2018,1719,east
24/12/2018,1500,west
25/12/2018,1512,north
25/12/2018,1605,south
25/12/2018,1623,east
25/12/2018,1533,west
26/12/2018,1683,north
26/12/2018,1734,south
26/12/2018,1545,east
26/12/2018,1587,west
27/12/2018,1578,north
27/12/2018,1650,south
27/12/2018,1632,east
27/12/2018,1713,west
28/12/2018,1650,north
28/12/2018,1794,south
28/12/2018,1764,east
28/12/2018,1797,west
29/12/2018,1626,north
29/12/2018,1794,south
29/12/2018,1695,east
29/12/2018,1740,west
30/12/2018,1758,north
30/12/2018,1785,south
30/12/2018,1599,east
30/12/2018,1689,west
31/12/2018,1527,north
31/12/2018,1710,south
31/12/2018,1590,east
31/12/2018,1653,west
1/01/2019,1518,north
1/01/2019,1632,south
1/01/2019,1755,east
1/01/2019,1551,west
2/01/2019,1767,north
2/01/2019,1605,south
2/01/2019,1692,east
2/01/2019,1794,west
3/01/2019,1695,north
3/01/2019,1737,south
3/01/2019,1575,east
3/01/2019,1509,west
4/01/2019,1590,north
4/01/2019,1500,south
4/01/2019,1590,east
4/01/2019,1638,west
5/01/2019,1761,north
5/01/2019,1590,south
5/01/2019,1725,east
5/01/2019,1551,west
6/01/2019,1644,north
6/01/2019,1779,south
6/01/2019,1794,east
6/01/2019,1638,west
7/01/2019,1644,north
7/01/2019,1647,south
7/01/2019,1692,east
7/01/2019,1623,west
8/01/2019,1722,north
8/01/2019,1551,south
8/01/2019,1731,east
8/01/2019,1701,west
9/01/2019,1500,north
9/01/2019,1764,south
9/01/2019,1764,east
9/01/2019,1635,west
10/01/2019,1767,north
10/01/2019,1551,south
10/01/2019,1512,east
10/01/2019,1686,west
11/01/2019,1662,north
11/01/2019,1512,south
11/01/2019,1608,east
11/01/2019,1611,west
12/01/2019,1566,north
12/01/2019,1773,south
12/01/2019,1707,east
12/01/2019,1752,west
13/01/2019,1551,north
13/01/2019,1503,south
13/01/2019,1536,east
13/01/2019,1728,west
14/01/2019,1692,north
14/01/2019,1521,south
14/01/2019,1698,east
14/01/2019,1791,west
15/01/2019,1605,north
15/01/2019,1761,south
15/01/2019,1617,east
15/01/2019,1503,west
16/01/2019,1548,north
16/01/2019,1734,south
16/01/2019,1506,east
16/01/2019,1533,west
17/01/2019,1590,north
17/01/2019,1707,south
17/01/2019,1509,east
17/01/2019,1653,west
18/01/2019,1572,north
18/01/2019,1563,south
18/01/2019,1635,east
18/01/2019,1734,west
19/01/2019,1587,north
19/01/2019,1506,south
19/01/2019,1689,east
19/01/2019,1701,west
20/01/2019,1707,north
20/01/2019,1557,south
20/01/2019,1722,east
20/01/2019,1629,west
21/01/2019,1611,north
21/01/2019,1515,south
21/01/2019,1614,east
21/01/2019,1593,west
22/01/2019,1719,north
22/01/2019,1506,south
22/01/2019,1794,east
22/01/2019,1731,west
23/01/2019,1662,north
23/01/2019,1728,south
23/01/2019,1563,east
23/01/2019,1662,west
24/01/2019,1647,north
24/01/2019,1638,south
24/01/2019,1557,east
24/01/2019,1518,west
25/01/2019,1560,north
25/01/2019,1656,south
25/01/2019,1707,east
25/01/2019,1767,west
26/01/2019,1671,north
26/01/2019,1686,south
26/01/2019,1653,east
26/01/2019,1647,west
27/01/2019,1524,north
27/01/2019,1503,south
27/01/2019,1533,east
27/01/2019,1785,west
28/01/2019,1731,north
28/01/2019,1782,south
28/01/2019,1560,east
28/01/2019,1782,west
29/01/2019,1500,north
29/01/2019,1728,south
29/01/2019,1605,east
29/01/2019,1614,west
30/01/2019,1782,north
30/01/2019,1638,south
30/01/2019,1797,east
30/01/2019,1641,west
31/01/2019,1650,north
31/01/2019,1536,south
31/01/2019,1599,east
31/01/2019,1740,west
1/02/2019,1749,north
1/02/2019,1581,south
1/02/2019,1662,east
1/02/2019,1509,west
2/02/2019,1596,north
2/02/2019,1638,south
2/02/2019,1746,east
2/02/2019,1611,west
3/02/2019,1602,north
3/02/2019,1722,south
3/02/2019,1734,east
3/02/2019,1749,west
4/02/2019,1548,north
4/02/2019,1647,south
4/02/2019,1560,east
4/02/2019,1542,west
5/02/2019,1617,north
5/02/2019,1659,south
5/02/2019,1674,east
5/02/2019,1524,west
6/02/2019,1551,north
6/02/2019,1722,south
6/02/2019,1563,east
6/02/2019,1692,west
7/02/2019,1734,north
7/02/2019,1584,south
7/02/2019,1662,east
7/02/2019,1545,west
8/02/2019,1662,north
8/02/2019,1614,south
8/02/2019,1719,east
8/02/2019,1788,west
9/02/2019,1779,north
9/02/2019,1665,south
9/02/2019,1605,east
9/02/2019,1641,west
10/02/2019,1725,north
10/02/2019,1611,south
10/02/2019,1560,east
10/02/2019,1575,west
11/02/2019,1563,north
11/02/2019,1773,south
11/02/2019,1536,east
11/02/2019,1551,west
12/02/2019,1572,north
12/02/2019,1608,south
12/02/2019,1752,east
12/02/2019,1734,west
13/02/2019,1686,north
13/02/2019,1782,south
13/02/2019,1500,east
13/02/2019,1731,west
14/02/2019,1725,north
14/02/2019,1578,south
14/02/2019,1560,east
14/02/2019,1644,west
15/02/2019,1566,north
15/02/2019,1584,south
15/02/2019,1695,east
15/02/2019,1734,west
16/02/2019,1794,north
16/02/2019,1731,south
16/02/2019,1674,east
16/02/2019,1599,west
17/02/2019,1512,north
17/02/2019,1653,south
17/02/2019,1722,east
17/02/2019,1641,west
18/02/2019,1695,north
18/02/2019,1749,south
18/02/2019,1728,east
18/02/2019,1764,west
19/02/2019,1716,north
19/02/2019,1599,south
19/02/2019,1596,east
19/02/2019,1644,west
20/02/2019,1740,north
20/02/2019,1641,south
20/02/2019,1566,east
20/02/2019,1656,west
21/02/2019,1599,north
21/02/2019,1725,south
21/02/2019,1731,east
21/02/2019,1719,west
22/02/2019,1770,north
22/02/2019,1794,south
22/02/2019,1725,east
22/02/2019,1713,west
23/02/2019,1599,north
23/02/2019,1743,south
23/02/2019,1518,east
23/02/2019,1614,west
24/02/2019,1692,north
24/02/2019,1755,south
24/02/2019,1653,east
24/02/2019,1524,west
25/02/2019,1635,north
25/02/2019,1734,south
25/02/2019,1713,east
25/02/2019,1578,west
26/02/2019,1566,north
26/02/2019,1653,south
26/02/2019,1506,east
26/02/2019,1656,west
27/02/2019,1593,north
27/02/2019,1545,south
27/02/2019,1734,east
27/02/2019,1635,west
28/02/2019,1710,north
28/02/2019,1569,south
28/02/2019,1731,east
28/02/2019,1599,west
1/03/2019,1593,north
1/03/2019,1707,south
1/03/2019,1638,east
1/03/2019,1539,west
2/03/2019,1782,north
2/03/2019,1794,south
2/03/2019,1608,east
2/03/2019,1689,west
3/03/2019,1698,north
3/03/2019,1518,south
3/03/2019,1593,east
3/03/2019,1611,west
4/03/2019,1587,north
4/03/2019,1686,south
4/03/2019,1518,east
4/03/2019,1632,west
5/03/2019,1566,north
5/03/2019,1569,south
5/03/2019,1743,east
5/03/2019,1557,west
6/03/2019,1746,north
6/03/2019,1662,south
6/03/2019,1674,east
6/03/2019,1608,west
7/03/2019,1551,north
7/03/2019,1581,south
7/03/2019,1560,east
7/03/2019,1674,west
8/03/2019,1521,north
8/03/2019,1782,south
8/03/2019,1617,east
8/03/2019,1797,west
9/03/2019,1533,north
9/03/2019,1749,south
9/03/2019,1656,east
9/03/2019,1644,west
10/03/2019,1545,north
10/03/2019,1776,south
10/03/2019,1650,east
10/03/2019,1737,west
11/03/2019,1659,north
11/03/2019,1722,south
11/03/2019,1689,east
11/03/2019,1692,west
12/03/2019,1518,north
12/03/2019,1581,south
12/03/2019,1626,east
12/03/2019,1668,west
13/03/2019,1524,north
13/03/2019,1797,south
13/03/2019,1542,east
13/03/2019,1653,west
14/03/2019,1677,north
14/03/2019,1524,south
14/03/2019,1692,east
14/03/2019,1704,west
15/03/2019,1647,north
15/03/2019,1671,south
15/03/2019,1563,east
15/03/2019,1650,west
16/03/2019,1563,north
16/03/2019,1680,south
16/03/2019,1728,east
16/03/2019,1680,west
17/03/2019,1683,north
17/03/2019,1638,south
17/03/2019,1545,east
17/03/2019,1671,west
18/03/2019,1701,north
18/03/2019,1515,south
18/03/2019,1764,east
18/03/2019,1668,west
19/03/2019,1677,north
19/03/2019,1752,south
19/03/2019,1635,east
19/03/2019,1605,west
20/03/2019,1635,north
20/03/2019,1596,south
20/03/2019,1608,east
20/03/2019,1779,west
21/03/2019,1776,north
21/03/2019,1635,south
21/03/2019,1791,east
21/03/2019,1779,west
22/03/2019,1746,north
22/03/2019,1545,south
22/03/2019,1767,east
22/03/2019,1731,west
23/03/2019,1734,north
23/03/2019,1509,south
23/03/2019,1686,east
23/03/2019,1797,west
24/03/2019,1566,north
24/03/2019,1557,south
24/03/2019,1797,east
24/03/2019,1755,west
25/03/2019,1650,north
25/03/2019,1500,south
25/03/2019,1554,east
25/03/2019,1734,west
26/03/2019,1701,north
26/03/2019,1782,south
26/03/2019,1797,east
26/03/2019,1557,west
27/03/2019,1668,north
27/03/2019,1575,south
27/03/2019,1608,east
27/03/2019,1527,west
28/03/2019,1518,north
28/03/2019,1509,south
28/03/2019,1767,east
28/03/2019,1557,west
29/03/2019,1605,north
29/03/2019,1686,south
29/03/2019,1656,east
29/03/2019,1653,west
30/03/2019,1722,north
30/03/2019,1593,south
30/03/2019,1557,east
30/03/2019,1710,west
31/03/2019,1785,north
31/03/2019,1710,south
31/03/2019,1653,east
31/03/2019,1572,west
1/04/2019,1512,north
1/04/2019,1794,south
1/04/2019,1569,east
1/04/2019,1608,west
2/04/2019,1623,north
2/04/2019,1791,south
2/04/2019,1785,east
2/04/2019,1629,west
3/04/2019,1539,north
3/04/2019,1626,south
3/04/2019,1695,east
3/04/2019,1518,west
4/04/2019,1530,north
4/04/2019,1683,south
4/04/2019,1662,east
4/04/2019,1632,west
5/04/2019,1614,north
5/04/2019,1605,south
5/04/2019,1662,east
5/04/2019,1713,west
6/04/2019,1749,north
6/04/2019,1713,south
6/04/2019,1716,east
6/04/2019,1557,west
7/04/2019,1605,north
7/04/2019,1635,south
7/04/2019,1518,east
7/04/2019,1632,west
8/04/2019,1713,north
8/04/2019,1779,south
8/04/2019,1743,east
8/04/2019,1575,west
9/04/2019,1728,north
9/04/2019,1719,south
9/04/2019,1755,east
9/04/2019,1617,west
10/04/2019,1542,north
10/04/2019,1626,south
10/04/2019,1509,east
10/04/2019,1638,west
11/04/2019,1581,north
11/04/2019,1680,south
11/04/2019,1569,east
11/04/2019,1635,west
12/04/2019,1539,north
12/04/2019,1587,south
12/04/2019,1593,east
12/04/2019,1581,west
13/04/2019,1515,north
13/04/2019,1611,south
13/04/2019,1644,east
13/04/2019,1794,west
14/04/2019,1500,north
14/04/2019,1737,south
14/04/2019,1722,east
14/04/2019,1764,west
15/04/2019,1530,north
15/04/2019,1602,south
15/04/2019,1524,east
15/04/2019,1770,west
16/04/2019,1596,north
16/04/2019,1668,south
16/04/2019,1584,east
16/04/2019,1713,west
17/04/2019,1569,north
17/04/2019,1686,south
17/04/2019,1647,east
17/04/2019,1509,west
18/04/2019,1590,north
18/04/2019,1650,south
18/04/2019,1557,east
18/04/2019,1575,west
19/04/2019,1773,north
19/04/2019,1629,south
19/04/2019,1524,east
19/04/2019,1512,west
20/04/2019,1521,north
20/04/2019,1653,south
20/04/2019,1584,east
20/04/2019,1713,west
21/04/2019,1683,north
21/04/2019,1749,south
21/04/2019,1545,east
21/04/2019,1629,west
22/04/2019,1533,north
22/04/2019,1587,south
22/04/2019,1671,east
22/04/2019,1650,west
23/04/2019,1668,north
23/04/2019,1674,south
23/04/2019,1728,east
23/04/2019,1518,west
24/04/2019,1554,north
24/04/2019,1719,south
24/04/2019,1746,east
24/04/2019,1665,west
25/04/2019,1503,north
25/04/2019,1692,south
25/04/2019,1725,east
25/04/2019,1764,west
26/04/2019,1710,north
26/04/2019,1635,south
26/04/2019,1764,east
26/04/2019,1758,west
27/04/2019,1740,north
27/04/2019,1776,south
27/04/2019,1740,east
27/04/2019,1620,west
28/04/2019,1566,north
28/04/2019,1704,south
28/04/2019,1578,east
28/04/2019,1503,west
29/04/2019,1602,north
29/04/2019,1791,south
29/04/2019,1752,east
29/04/2019,1800,west
30/04/2019,1719,north
30/04/2019,1767,south
30/04/2019,1500,east
30/04/2019,1623,west
1/05/2019,1665,north
1/05/2019,1800,south
1/05/2019,1731,east
1/05/2019,1542,west
2/05/2019,1575,north
2/05/2019,1548,south
2/05/2019,1797,east
2/05/2019,1521,west
3/05/2019,1560,north
3/05/2019,1521,south
3/05/2019,1605,east
3/05/2019,1740,west
4/05/2019,1617,north
4/05/2019,1743,south
4/05/2019,1629,east
4/05/2019,1749,west
5/05/2019,1512,north
5/05/2019,1746,south
5/05/2019,1530,east
5/05/2019,1611,west
6/05/2019,1569,north
6/05/2019,1689,south
6/05/2019,1557,east
6/05/2019,1560,west
7/05/2019,1650,north
7/05/2019,1695,south
7/05/2019,1620,east
7/05/2019,1644,west
8/05/2019,1800,north
8/05/2019,1515,south
8/05/2019,1785,east
8/05/2019,1650,west
9/05/2019,1797,north
9/05/2019,1641,south
9/05/2019,1665,east
9/05/2019,1767,west
10/05/2019,1500,north
10/05/2019,1788,south
10/05/2019,1725,east
10/05/2019,1557,west
11/05/2019,1503,north
11/05/2019,1518,south
11/05/2019,1650,east
11/05/2019,1614,west
12/05/2019,1743,north
12/05/2019,1524,south
12/05/2019,1761,east
12/05/2019,1743,west
13/05/2019,1563,north
13/05/2019,1716,south
13/05/2019,1560,east
13/05/2019,1614,west
14/05/2019,1617,north
14/05/2019,1761,south
14/05/2019,1635,east
14/05/2019,1614,west
15/05/2019,1509,north
15/05/2019,1650,south
15/05/2019,1755,east
15/05/2019,1569,west
16/05/2019,1605,north
16/05/2019,1695,south
16/05/2019,1662,east
16/05/2019,1605,west
17/05/2019,1731,north
17/05/2019,1590,south
17/05/2019,1620,east
17/05/2019,1752,west
18/05/2019,1533,north
18/05/2019,1737,south
18/05/2019,1608,east
18/05/2019,1662,west
19/05/2019,1797,north
19/05/2019,1728,south
19/05/2019,1686,east
19/05/2019,1650,west
20/05/2019,1695,north
20/05/2019,1752,south
20/05/2019,1785,east
20/05/2019,1668,west
21/05/2019,1515,north
21/05/2019,1683,south
21/05/2019,1794,east
21/05/2019,1533,west
22/05/2019,1599,north
22/05/2019,1761,south
22/05/2019,1761,east
22/05/2019,1722,west
23/05/2019,1626,north
23/05/2019,1668,south
23/05/2019,1641,east
23/05/2019,1740,west
24/05/2019,1650,north
24/05/2019,1623,south
24/05/2019,1653,east
24/05/2019,1773,west
25/05/2019,1788,north
25/05/2019,1581,south
25/05/2019,1677,east
25/05/2019,1569,west
26/05/2019,1791,north
26/05/2019,1617,south
26/05/2019,1638,east
26/05/2019,1542,west
27/05/2019,1590,north
27/05/2019,1704,south
27/05/2019,1680,east
27/05/2019,1527,west
28/05/2019,1635,north
28/05/2019,1755,south
28/05/2019,1560,east
28/05/2019,1533,west
29/05/2019,1599,north
29/05/2019,1677,south
29/05/2019,1581,east
29/05/2019,1680,west
30/05/2019,1692,north
30/05/2019,1644,south
30/05/2019,1716,east
30/05/2019,1761,west
31/05/2019,1716,north
31/05/2019,1764,south
31/05/2019,1677,east
31/05/2019,1605,west
1/06/2019,1680,north
1/06/2019,1695,south
1/06/2019,1548,east
1/06/2019,1689,west
2/06/2019,1755,north
2/06/2019,1707,south
2/06/2019,1557,east
2/06/2019,1644,west
3/06/2019,1719,north
3/06/2019,1680,south
3/06/2019,1581,east
3/06/2019,1749,west
4/06/2019,1602,north
4/06/2019,1704,south
4/06/2019,1602,east
4/06/2019,1554,west
5/06/2019,1632,north
5/06/2019,1560,south
5/06/2019,1647,east
5/06/2019,1560,west
6/06/2019,1662,north
6/06/2019,1545,south
6/06/2019,1614,east
6/06/2019,1746,west
7/06/2019,1713,north
7/06/2019,1668,south
7/06/2019,1503,east
7/06/2019,1758,west
8/06/2019,1656,north
8/06/2019,1560,south
8/06/2019,1710,east
8/06/2019,1677,west
9/06/2019,1782,north
9/06/2019,1665,south
9/06/2019,1782,east
9/06/2019,1797,west
10/06/2019,1698,north
10/06/2019,1689,south
10/06/2019,1623,east
10/06/2019,1767,west
11/06/2019,1635,north
11/06/2019,1563,south
11/06/2019,1785,east
11/06/2019,1521,west
12/06/2019,1728,north
12/06/2019,1515,south
12/06/2019,1548,east
12/06/2019,1677,west
13/06/2019,1587,north
13/06/2019,1719,south
13/06/2019,1587,east
13/06/2019,1773,west
14/06/2019,1557,north
14/06/2019,1680,south
14/06/2019,1773,east
14/06/2019,1509,west
15/06/2019,1602,north
15/06/2019,1794,south
15/06/2019,1764,east
15/06/2019,1785,west
16/06/2019,1662,north
16/06/2019,1563,south
16/06/2019,1671,east
16/06/2019,1533,west
17/06/2019,1587,north
17/06/2019,1512,south
17/06/2019,1536,east
17/06/2019,1566,west
18/06/2019,1767,north
18/06/2019,1614,south
18/06/2019,1776,east
18/06/2019,1728,west
19/06/2019,1614,north
19/06/2019,1572,south
19/06/2019,1614,east
19/06/2019,1734,west
20/06/2019,1566,north
20/06/2019,1632,south
20/06/2019,1785,east
20/06/2019,1770,west
21/06/2019,1725,north
21/06/2019,1542,south
21/06/2019,1677,east
21/06/2019,1533,west
22/06/2019,1578,north
22/06/2019,1713,south
22/06/2019,1776,east
22/06/2019,1515,west
23/06/2019,1587,north
23/06/2019,1770,south
23/06/2019,1773,east
23/06/2019,1671,west
24/06/2019,1704,north
24/06/2019,1545,south
24/06/2019,1671,east
24/06/2019,1800,west
25/06/2019,1611,north
25/06/2019,1797,south
25/06/2019,1623,east
25/06/2019,1776,west
26/06/2019,1677,north
26/06/2019,1800,south
26/06/2019,1794,east
26/06/2019,1686,west
27/06/2019,1671,north
27/06/2019,1635,south
27/06/2019,1740,east
27/06/2019,1671,west
28/06/2019,1671,north
28/06/2019,1770,south
28/06/2019,1773,east
28/06/2019,1581,west
29/06/2019,1533,north
29/06/2019,1650,south
29/06/2019,1536,east
29/06/2019,1548,west
30/06/2019,1785,north
30/06/2019,1614,south
30/06/2019,1569,east
30/06/2019,1800,west
1/07/2019,1644,north
1/07/2019,1659,south
1/07/2019,1659,east
1/07/2019,1644,west
2/07/2019,1656,north
2/07/2019,1566,south
2/07/2019,1686,east
2/07/2019,1677,west
3/07/2019,1770,north
3/07/2019,1689,south
3/07/2019,1704,east
3/07/2019,1800,west
4/07/2019,1782,north
4/07/2019,1746,south
4/07/2019,1527,east
4/07/2019,1581,west
5/07/2019,1518,north
5/07/2019,1554,south
5/07/2019,1548,east
5/07/2019,1533,west
6/07/2019,1791,north
6/07/2019,1578,south
6/07/2019,1779,east
6/07/2019,1704,west
7/07/2019,1587,north
7/07/2019,1593,south
7/07/2019,1644,east
7/07/2019,1680,west
8/07/2019,1614,north
8/07/2019,1704,south
8/07/2019,1797,east
8/07/2019,1770,west
9/07/2019,1605,north
9/07/2019,1686,south
9/07/2019,1794,east
9/07/2019,1713,west
10/07/2019,1755,north
10/07/2019,1500,south
10/07/2019,1632,east
10/07/2019,1800,west
11/07/2019,1800,north
11/07/2019,1650,south
11/07/2019,1704,east
11/07/2019,1590,west
12/07/2019,1779,north
12/07/2019,1554,south
12/07/2019,1635,east
12/07/2019,1608,west
13/07/2019,1791,north
13/07/2019,1779,south
13/07/2019,1527,east
13/07/2019,1689,west
14/07/2019,1782,north
14/07/2019,1662,south
14/07/2019,1620,east
14/07/2019,1692,west
15/07/2019,1551,north
15/07/2019,1620,south
15/07/2019,1725,east
15/07/2019,1602,west
16/07/2019,1518,north
16/07/2019,1761,south
16/07/2019,1539,east
16/07/2019,1614,west
17/07/2019,1548,north
17/07/2019,1551,south
17/07/2019,1722,east
17/07/2019,1662,west
18/07/2019,1509,north
18/07/2019,1773,south
18/07/2019,1767,east
18/07/2019,1581,west
19/07/2019,1626,north
19/07/2019,1734,south
19/07/2019,1761,east
19/07/2019,1659,west
20/07/2019,1638,north
20/07/2019,1539,south
20/07/2019,1782,east
20/07/2019,1728,west
21/07/2019,1746,north
21/07/2019,1536,south
21/07/2019,1719,east
21/07/2019,1773,west
22/07/2019,1611,north
22/07/2019,1665,south
22/07/2019,1506,east
22/07/2019,1746,west
23/07/2019,1770,north
23/07/2019,1734,south
23/07/2019,1707,east
23/07/2019,1620,west
24/07/2019,1569,north
24/07/2019,1656,south
24/07/2019,1617,east
24/07/2019,1638,west
25/07/2019,1701,north
25/07/2019,1713,south
25/07/2019,1557,east
25/07/2019,1725,west
26/07/2019,1605,north
26/07/2019,1770,south
26/07/2019,1557,east
26/07/2019,1755,west
27/07/2019,1737,north
27/07/2019,1785,south
27/07/2019,1545,east
27/07/2019,1560,west
28/07/2019,1509,north
28/07/2019,1761,south
28/07/2019,1551,east
28/07/2019,1683,west
29/07/2019,1644,north
29/07/2019,1608,south
29/07/2019,1719,east
29/07/2019,1794,west
30/07/2019,1764,north
30/07/2019,1512,south
30/07/2019,1701,east
30/07/2019,1797,west
31/07/2019,1734,north
31/07/2019,1791,south
31/07/2019,1761,east
31/07/2019,1587,west
1/08/2019,1596,north
1/08/2019,1542,south
1/08/2019,1710,east
1/08/2019,1701,west
2/08/2019,1647,north
2/08/2019,1524,south
2/08/2019,1782,east
2/08/2019,1716,west
3/08/2019,1752,north
3/08/2019,1686,south
3/08/2019,1764,east
3/08/2019,1755,west
4/08/2019,1578,north
4/08/2019,1539,south
4/08/2019,1743,east
4/08/2019,1596,west
5/08/2019,1506,north
5/08/2019,1527,south
5/08/2019,1626,east
5/08/2019,1530,west
6/08/2019,1521,north
6/08/2019,1713,south
6/08/2019,1761,east
6/08/2019,1557,west
7/08/2019,1584,north
7/08/2019,1764,south
7/08/2019,1623,east
7/08/2019,1776,west
8/08/2019,1749,north
8/08/2019,1707,south
8/08/2019,1629,east
8/08/2019,1773,west
9/08/2019,1758,north
9/08/2019,1671,south
9/08/2019,1659,east
9/08/2019,1641,west
10/08/2019,1596,north
10/08/2019,1626,south
10/08/2019,1557,east
10/08/2019,1695,west
11/08/2019,1659,north
11/08/2019,1680,south
11/08/2019,1683,east
11/08/2019,1692,west
12/08/2019,1569,north
12/08/2019,1740,south
12/08/2019,1650,east
12/08/2019,1569,west
13/08/2019,1701,north
13/08/2019,1677,south
13/08/2019,1533,east
13/08/2019,1587,west
14/08/2019,1713,north
14/08/2019,1611,south
14/08/2019,1524,east
14/08/2019,1725,west
15/08/2019,1761,north
15/08/2019,1569,south
15/08/2019,1668,east
15/08/2019,1563,west
16/08/2019,1734,north
16/08/2019,1524,south
16/08/2019,1731,east
16/08/2019,1665,west
17/08/2019,1710,north
17/08/2019,1509,south
17/08/2019,1539,east
17/08/2019,1533,west
18/08/2019,1785,north
18/08/2019,1665,south
18/08/2019,1722,east
18/08/2019,1659,west
19/08/2019,1791,north
19/08/2019,1680,south
19/08/2019,1542,east
19/08/2019,1701,west
20/08/2019,1671,north
20/08/2019,1656,south
20/08/2019,1536,east
20/08/2019,1800,west
21/08/2019,1605,north
21/08/2019,1671,south
21/08/2019,1590,east
21/08/2019,1545,west
22/08/2019,1500,north
22/08/2019,1779,south
22/08/2019,1656,east
22/08/2019,1731,west
23/08/2019,1614,north
23/08/2019,1782,south
23/08/2019,1629,east
23/08/2019,1635,west
24/08/2019,1548,north
24/08/2019,1776,south
24/08/2019,1743,east
24/08/2019,1737,west
25/08/2019,1644,north
25/08/2019,1626,south
25/08/2019,1680,east
25/08/2019,1524,west
26/08/2019,1515,north
26/08/2019,1704,south
26/08/2019,1653,east
26/08/2019,1554,west
27/08/2019,1644,north
27/08/2019,1674,south
27/08/2019,1665,east
27/08/2019,1755,west
28/08/2019,1566,north
28/08/2019,1659,south
28/08/2019,1515,east
28/08/2019,1779,west
29/08/2019,1572,north
29/08/2019,1770,south
29/08/2019,1632,east
29/08/2019,1677,west
30/08/2019,1755,north
30/08/2019,1527,south
30/08/2019,1623,east
30/08/2019,1668,west
31/08/2019,1683,north
31/08/2019,1698,south
31/08/2019,1749,east
31/08/2019,1632,west
1/09/2019,1785,north
1/09/2019,1707,south
1/09/2019,1518,east
1/09/2019,1563,west
2/09/2019,1701,north
2/09/2019,1605,south
2/09/2019,1596,east
2/09/2019,1605,west
3/09/2019,1716,north
3/09/2019,1569,south
3/09/2019,1725,east
3/09/2019,1542,west
4/09/2019,1692,north
4/09/2019,1560,south
4/09/2019,1515,east
4/09/2019,1653,west
5/09/2019,1629,north
5/09/2019,1668,south
5/09/2019,1698,east
5/09/2019,1677,west
6/09/2019,1503,north
6/09/2019,1776,south
6/09/2019,1509,east
6/09/2019,1665,west
7/09/2019,1683,north
7/09/2019,1530,south
7/09/2019,1782,east
7/09/2019,1584,west
8/09/2019,1743,north
8/09/2019,1551,south
8/09/2019,1620,east
8/09/2019,1791,west
9/09/2019,1674,north
9/09/2019,1797,south
9/09/2019,1773,east
9/09/2019,1596,west
10/09/2019,1617,north
10/09/2019,1764,south
10/09/2019,1632,east
10/09/2019,1506,west
11/09/2019,1533,north
11/09/2019,1677,south
